Referencia;Cant. disponible;Notas ítem;Bodega;LINEA DE NEGOCIO;CLASIFICACION;MARCA;
DH-HAC-HDW1239TLQN-A-LED-0280B-S2;0.00;"CAMARA 4 EN 1 1/2.8"" 1080P DOMO STARLIGHT_x000D_ FULLCOLOR 2.8MM WDR 130DB LUZ VISIBLE 20M IP67_x000D_ CON MIC";103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
IC-S50;20.00;TARJETA DE PROXIMIDA PARA CONTROL DE ACCESO, MIFARE S50 - 13.56 MHZ, ALCANCE : ~ 10 CM.;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0002 - HIKVISION                               ;
DH-HAC-HFW1200TLN-0280B;0.00;"BALA PLÁSTICA 4 EN 1 HDCVI/CVBS/ TVI/AHD 2MP (1080P),1/2.7"" CMOS,2.8MM,1 IR LEDS 30M,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200TLN-0360B;0.00;"BALA PLÁSTICA 4 EN 1 HDCVI/CVBS/ TVI/AHD 2MP (1080P),1/2.7"" CMOS,3.6MM,1 IR LEDS 30M,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200TLN-0360B;0.00;"BALA PLÁSTICA 4 EN 1 HDCVI/CVBS/ TVI/AHD 2MP (1080P),1/2.7"" CMOS,3.6MM,1 IR LEDS 30M,IP67";201;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200TLN-0360B;0.00;"BALA PLÁSTICA 4 EN 1 HDCVI/CVBS/ TVI/AHD 2MP (1080P),1/2.7"" CMOS,3.6MM,1 IR LEDS 30M,IP67";103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DS-2CE12DFT-PIRXOF28;0.00;BALA TURBOHD 2 MP LUZ BLANCA 40 MTS IP67 PIR Y SIRENA INTEGRADOS ESTROBO R&B WDR;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
IDS-7208HQHI-M1/S;2.00;DVR 8CH TURBO 4MP LITE/3MP 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL 2ND GEN ACUSENSE HIKVISION;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
IDS-7208HQHI-M1/S;0.00;DVR 8CH TURBO 4MP LITE/3MP 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL 2ND GEN ACUSENSE HIKVISION;103;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DH-HAC-B1A51N-0280B;1.00;"BALA PLASTICO HDCVI/CVBS, 5MP, 1/2.7"" CMOS, 2.8MM, IR LEDS 20M,";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
MA500;0.00;CONTROL DE ACCESO CON HUELLA DACTILAR_x000D_ CAPACIDAD 3000 HUELLAS 30000 TARJETAS.;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
MA500;0.00;CONTROL DE ACCESO CON HUELLA DACTILAR_x000D_ CAPACIDAD 3000 HUELLAS 30000 TARJETAS.;103;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
LM2802;5.00;ELECTROIMAN FUERZA DE RETENCION 280KG_x000D_ DIMENSIONES: CERRADURA 250*47*25.5MM PLACA_x000D_ 180*38*11MM;101;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
LM2802;1.00;ELECTROIMAN FUERZA DE RETENCION 280KG_x000D_ DIMENSIONES: CERRADURA 250*47*25.5MM PLACA_x000D_ 180*38*11MM;105;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
LMB280Z;1.00;SOPORTE EN Z PARA ELECTROIMAN LM2802;101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
DC6085;0.00;BRAZO PARA PUERTAS DE 60 - 85 KG Y ANCHO MENOR A 1050MM DIMENSIONES 206*6/*44.5MM;101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
DH-HAC-B1A51N-0360B-S2;8.00;"CAMARA 4 EN 1 1/2,7"" CMOS 5MP@25FPS TIPO BALA PLASTICA 3,6MM FOV 88° DWDR IR 20M IP67";101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
THC-B120-PC;10.00;CAMARA TURBO 1080  MINI BALA 0.02 LUX EXIR IR20M IP66 PLASTICA HILOOK;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-B120-PC;0.00;CAMARA TURBO 1080  MINI BALA 0.02 LUX EXIR IR20M IP66 PLASTICA HILOOK;103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-2CE16D0T-IRF;2.00;CAMARA TURBO 1080P BALA 0.01LUX F2.8 IR20M IP66 METAL HIKVISION;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
CR20E;1.00;ENROLADOR DE TARJETAS EM 125 KHZ. DIMENSIONES:68*18*115MM.;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0009 - ZK TECO                                 ;
DH-IPC-HDW1230T1N-0280B-S5;3.00;"CAMARA IP DOMO SEMIMETALICO 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 115° DWDR IR 30M H.265+POE IP67";101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DS-3E0109P-E/M;14.00;L2 9 PUERTOS 8/ 100 MBPS POE Y 1/100 MBPS ETHERNET   POE 60W METALICO;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0002 - HIKVISION                               ;
DH-IPC-HDPW1230R1N-0280B-S4;0.00;CAMARA IP TIPO DOMO PLASTICO IP IR 20M ICR 1/2.7” 2.8MM 2MP CMOS 3DNR 1 ARRAY LED 30M IP67;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
iDS-7216HQHI-M1/S;2.00;DVR 16CH TURBO 4MP LITE 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL  2ND GEN ACUSENSE HIKVISION;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
iDS-7216HQHI-M1/S;0.00;DVR 16CH TURBO 4MP LITE 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL  2ND GEN ACUSENSE HIKVISION;103;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DS-2CE10DF0T-PF(2.8mm);25.00;CAMARA TURBO 1080P BALA  2,8MM 0.0001 LUX COLOR VU  LUZ BLANCA 20M DWDR IP67;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-2CE10DF0T-PF(2.8mm);0.00;CAMARA TURBO 1080P BALA  2,8MM 0.0001 LUX COLOR VU  LUZ BLANCA 20M DWDR IP67;103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DH-HAC-HFW1500RN-Z-IRE6-A;0.00;CAMARA 4 EN 1 5MP@20FPS TIPO BALA LENTE MOTOR. 2,7-12MM FOV 34°-98° DWDR ARRAY IR 60M IP67 CON MIC.;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1500RN-Z-IRE6-A;0.00;CAMARA 4 EN 1 5MP@20FPS TIPO BALA LENTE MOTOR. 2,7-12MM FOV 34°-98° DWDR ARRAY IR 60M IP67 CON MIC.;201;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1500RN-Z-IRE6-A;0.00;CAMARA 4 EN 1 5MP@20FPS TIPO BALA LENTE MOTOR. 2,7-12MM FOV 34°-98° DWDR ARRAY IR 60M IP67 CON MIC.;103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200TN-0360B;0.00;"BALA METALICA HDCVI 4EN1,2MP 1080P@30FPS,1/2,7"" CMOS3.6MM,1 IR LEDS 30M, SMART IR, 0.02LUX ,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200TN-0360B;0.00;"BALA METALICA HDCVI 4EN1,2MP 1080P@30FPS,1/2,7"" CMOS3.6MM,1 IR LEDS 30M, SMART IR, 0.02LUX ,IP67";103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
BALUN-VIDEO-CORRIENTE;0.00;VIDEO BALUN PV RJ45 POE 5 MP VIDEO  Y CORRIENTE;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
LP4C6USBL2;1.00;PATCH CORD CAT 6 DE ALTA DENSIDAD SIN BLINDAR MULTIFILAR CHAQUETA AZUL CERTIFICADOS UL/ETL/CSA 2M;101;05 - TRANSMISION;0106 - PERIMETRAL                              ;0023 - LANPRO                                  ;
DHI-NVR2104HS-P-4KS2;0.00;NVR 4CH H.265 DECODIFICACION 1CH@4K O 4CH@2MP_x000D_ AB ENTRADA 80MBPS 1 SATA 1 HDMI 4 POE MAX. 50W;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DS-2CD2043G0-I;0.00;CAMARA EXT MINI BALA 4MP D/N LENTE 4MMIR 30M 120DB METAL H265+ IP67 HIKVISION;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
SP7000;0.00;CONSOLA SP DE 16 A 32 ZONAS;101;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
MCOH;0.00;CONTACTO MAGNETICO METALICO PESADO;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
MCOH;0.00;CONTACTO MAGNETICO METALICO PESADO;103;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DS-PDP18-EG2;6.00;DETECTOR DE MOVIMIENTO PIR, 18 MTS, 90°,INMUNIDAD A MASCOTAS 10KG, NC, 9-16 VDC;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
DS-PDP18-EG2;0.00;DETECTOR DE MOVIMIENTO PIR, 18 MTS, 90°,INMUNIDAD A MASCOTAS 10KG, NC, 9-16 VDC;103;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
K32LCD;0.00;TECLADO 32 CARACTERES LCD VISUALIZACION DE ZONA EN TIEMPO REAL 1 ENTRADA DE ZONA COMPATIBLE SP/MG;101;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
K32LCD;0.00;TECLADO 32 CARACTERES LCD VISUALIZACION DE ZONA EN TIEMPO REAL 1 ENTRADA DE ZONA COMPATIBLE SP/MG;103;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
TRANS16V40;15.00;AM1652400A,PN1361 TRANSFORMADOR 16V 40VAC PARA PANEL DE ALARMA;101;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
TRANS16V40;0.00;AM1652400A,PN1361 TRANSFORMADOR 16V 40VAC PARA PANEL DE ALARMA;103;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
GABINETEGRAN;3.00;CAJA METALICA DIMENSIONES 28 X 28 X 7.6 CM;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0003 - PARADOX                                 ;
GABINETEGRAN;0.00;CAJA METALICA DIMENSIONES 28 X 28 X 7.6 CM;103;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0003 - PARADOX                                 ;
SS030;0.00;SIRENA 30W CONICA DE DOS TONOS;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
SS030;0.00;SIRENA 30W CONICA DE DOS TONOS;201;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
SS030;0.00;SIRENA 30W CONICA DE DOS TONOS;103;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
TK278;0.00;KIT TAMPER PARA CAJA METÁLICA PARA ALARMA. DETECTA APERTURA DE PUERTA O REMOCIÓN DE LA PARED;101;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
DHI-LM43-F200;0.00;"MONITOR 42,5"" 1080P RETROILUMINACION LED ÁNGULO DE VISIÓN 178°(H)/178°(V) HDMI×1/VGA PARLANTE 4W×2";101;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0010 - DAHUA                                   ;
DH-SD6CE245UN-HNI;0.00;"PTZ  2MP 45X STARLIGHT IR PAN: 360° /S; TILT: 200° /S";101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
DH-HAC-HDW1509TLQN-LED-0280B-S2;0.00;CAMARA 4 EN 1 TIPO DOMO SEMIMETALICA FULLCOLOR 5MP@25FPS LENTE 2,8MM FOV 112° WDR LED 20M IP67;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-IPC-HFW4231EN-SE-0360B;0.00;CAMARA IP TIPO BALA , 2MP, 1/2.8”STARVIS™ CMOS, LENTE 3,6MM, IVS, FACE DETECTION, STARLIGHT,;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HFW4231EN-SE-0360B;1.00;CAMARA IP TIPO BALA , 2MP, 1/2.8”STARVIS™ CMOS, LENTE 3,6MM, IVS, FACE DETECTION, STARLIGHT,;105;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DS-KIS602;0.00;KIT IP VIDEOPORTERO INCLUYE ESTACIÓN;101;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DH-IPC-HDBW1230EN-AW-0280B;5.00;DOMO IP WIFI, 2MP. WI-FI IR,1/2.9”CMOS,LENTE 2,8MMH.265 / H.264, ONVIF, 25/30FPS@1080P,1 AUDIO IN.;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HDBW1230EN-AW-0280B;0.00;DOMO IP WIFI, 2MP. WI-FI IR,1/2.9”CMOS,LENTE 2,8MMH.265 / H.264, ONVIF, 25/30FPS@1080P,1 AUDIO IN.;201;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HDBW1230EN-AW-0280B;0.00;DOMO IP WIFI, 2MP. WI-FI IR,1/2.9”CMOS,LENTE 2,8MMH.265 / H.264, ONVIF, 25/30FPS@1080P,1 AUDIO IN.;103;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-HAC-T2A21N-0280B;8.00;"DOMO METALICO HDCVI/CVBS, 1080P, 1/2.7"" CMOS, 2.8MM, IR LEDS 20M";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-T2A21N-0280B;0.00;"DOMO METALICO HDCVI/CVBS, 1080P, 1/2.7"" CMOS, 2.8MM, IR LEDS 20M";201;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-T2A21N-0280B;0.00;"DOMO METALICO HDCVI/CVBS, 1080P, 1/2.7"" CMOS, 2.8MM, IR LEDS 20M";103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
WD22PURZ;7.00;"DISCO DURO 2TB CACHE 256MB 3.5"" SATA";101;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD22PURZ;0.00;"DISCO DURO 2TB CACHE 256MB 3.5"" SATA";201;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD22PURZ;0.00;"DISCO DURO 2TB CACHE 256MB 3.5"" SATA";103;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD63PURZ;2.00;DISCO DURO 6TB SATA3 64MB INTELLIPOWER;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
WD63PURZ;0.00;DISCO DURO 6TB SATA3 64MB INTELLIPOWER;103;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
SP40005U2;0.00;KIT CENTRAL DE ALARMA DE 4 X 2 ZONAS EXPANDIBLE A 32 ZONAS + 2 DETECTORES NV5;101;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
DS-2CE17D0T-IT5F;8.00;CAMARA TURBO 1080P BALA EXIR 0.01LUX F3.6 IR80m IP66 SEMIMETAL HIKVISION;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
PFA111;0.00;ACOPLE DE ALUMINIO PARA MONTAJE DE PTZ, COMPATIBLE CON LAS SERIES SD65F, SD6AE, SD6AL Y SD60;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFB300C;0.00;BRAZO DE MONTAJE EN TECHO, COMPATIBLE CON LOS ACOPLES: PFA111 Y PFA110, CON LOS EXTENSORES: PFA112 Y PFA113 Y CON LOS ADAPTADORES: PFA100, PFA101, PFA102 Y PFA103;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
DHI-XVR5232AN-S2;0.00;XVR 32CH 5EN1, 15FPS 32CH@1080P/ 25FPS@720P AUD1IN/1OUT, DET.ROSTRO,VIDEO ANALITICA, RS485, 2HDD 8TB;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
DHI-XVR5232AN-S2;0.00;XVR 32CH 5EN1, 15FPS 32CH@1080P/ 25FPS@720P AUD1IN/1OUT, DET.ROSTRO,VIDEO ANALITICA, RS485, 2HDD 8TB;103;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
DHI-XVR5232AN-S2;1.00;XVR 32CH 5EN1, 15FPS 32CH@1080P/ 25FPS@720P AUD1IN/1OUT, DET.ROSTRO,VIDEO ANALITICA, RS485, 2HDD 8TB;105;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
PFM800-E;0.00;VIDEO BALUN PASIVO 1 CANAL 4 EN 1 TRANSMISION HDCVI 1080P HASTA 250M;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
WD40PURZ;0.00;DISCO DURO 4TB INTELLIPOWER 3.5 SATA WD;101;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD40PURZ;0.00;DISCO DURO 4TB INTELLIPOWER 3.5 SATA WD;103;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
DG457;0.00;DETECTOR DIGITAL DE ROTURA DE VIDRIOS DIRECCIONABLE;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DH-IPC-HFW1230S1P-0280B-S5-QH2;6.00;"CAMARA IP BALA SEMIMETALICA 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 84° DWDR IR 30M H.265+ POE IP67";101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HFW1230S1P-0280B-S5-QH2;0.00;"CAMARA IP BALA SEMIMETALICA 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 84° DWDR IR 30M H.265+ POE IP67";201;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HFW1230S1P-0280B-S5-QH2;0.00;"CAMARA IP BALA SEMIMETALICA 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 84° DWDR IR 30M H.265+ POE IP67";103;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HFW1230S1P-0280B-S5-QH2;1.00;"CAMARA IP BALA SEMIMETALICA 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 84° DWDR IR 30M H.265+ POE IP67";105;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-EB5541N-AS;0.00;CAMARA TIPO OJO DE PEZ 5MP LENTE 1,4MM FOV 360°_x000D_ WDR 120DB IK10 H.265+ POE MIC INCORPORADO;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DS-3E0505D-E;2.00;L2 SWITCHE 5 PUERTOS RJ45  5GB PLASTICO;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0002 - HIKVISION                               ;
DH-IPC-HFW1431S1P-A-0280B-S4-QH2;1.00;CAMARA IP BALA SEMIMETALICA 1/3 CMOS 4MP@30FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ IP67 MIC;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-IPC-HFW1431S1P-A-0280B-S4-QH2;0.00;CAMARA IP BALA SEMIMETALICA 1/3 CMOS 4MP@30FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ IP67 MIC;103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-IPC-HFW1431S1P-A-0280B-S4-QH2;1.00;CAMARA IP BALA SEMIMETALICA 1/3 CMOS 4MP@30FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ IP67 MIC;105;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200DN-0360B-S4;5.00;"BALA METALICA HDCVI 4EN1, 2MP, 1/2,7"" CMOS3.6MM, 2 IR LEDS 80M, SMART IR, 0.03LUX,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-HAC-HFW1200DN-0360B-S4;0.00;"BALA METALICA HDCVI 4EN1, 2MP, 1/2,7"" CMOS3.6MM, 2 IR LEDS 80M, SMART IR, 0.03LUX,IP67";103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
INBIO460PROBOX;0.00;CONTROL ACCESO 4 PUERTAS 20000 HUELLAS 60000_x000D_ TARJETAS WEIGAND 26 BITS TCP/IP 9.6 - 14.4_x000D_VCD+GABINETE;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
INBIO460PROBOX;0.00;CONTROL ACCESO 4 PUERTAS 20000 HUELLAS 60000_x000D_ TARJETAS WEIGAND 26 BITS TCP/IP 9.6 - 14.4_x000D_VCD+GABINETE;103;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
DS-1LN5EO-UU/E;4.00;CABLE UTP CAT 5E  EXTERIOR NEGRO USO REDES Y CCTVCM 23AWG UL HIKVISION X 305 MTS  100% COBRE;101;05 - TRANSMISION;0501 - CABLEADO                                ;0002 - HIKVISION                               ;
DH-HAC-HDW1200EMN-A-0280B;10.00;"CAMARA TIPO DOMO METALICO 4 EN 1, HDCVI/CVBS/AHD/TVI, 2MP, 1/2.7"" CMOS, LENTE 2,8MM, 30FPS@1080P, MIC INCORPORADO, DWDR,1 IR LED MAX 50MTS, IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
